product_id,product_name,aisle_id,department_id
29104,1000 Sheets Unscented Bathroom Tissue,54,17
38457,Seasoned Steamables the Mix'd Vegetable Medley,116,1
7832,Lemon Shortbread,61,19
23860,U Matcha Yuzu Japanese Green Tea Powder,94,7
49678,Large Chicken & Cheese Taquitos,129,1
13910,Persian Rose Soap Bar,25,11
28881,Banana Cream Traditional Oikos Greek Yogurt,120,16
35527,Butter Flavored Cookies,61,19
28729,Organic Vegan Wild Mushroom Gravy,5,13
12713,Snack Size Candy Bar,45,19
6736,Moisturizing Cucumber Melon Shower Gel,25,11
27723,Slow Churned the Original Rocky Road,37,1
41409,"Travel Toothbrush, Soft",20,11
20019,Lowfat Kefir Smoothie Blueberry,120,16
39428,Peaches Large,24,4
23984,Ultra Sheer Dry-Touch Sunblock Broad Spectrum SPF 55,127,11
29326,Gluten Free Original English Muffins,93,3
14075,Cranberry Creme Brulee Kefir Cultured Lowfat Milk Smoothie,120,16
44349,Dry Roasted Pumpkin Seeds,117,19
709,Soft Eating Mango Flavor Liquorice,45,19
9065,Mint Chocolate Cookie Ice Cream,37,1
16345,Spinach & Kale,107,19
42842,Take Alongs Quik Clik Seal Large Rectangle Container,85,17
7432,Ultra Downy Infusions Amber Blossom Fabric Softener Sheets 105 Count,75,17
28459,Golden Grahams Cereal,121,14
46200,Outlast Xtend Secret Outlast Xtend Invisible Solid Completely Clean Antiperspirant/Deodorant 2.6 oz AP/DO & Body Spray,80,11
42540,Dumpling Hunan,42,1
42233,Standardized Elderberry Syrup Berry Flavor,47,11
19016,"Bread, Artisan, Bake at Home, Fresh Rosemary",112,3
37401,Rapid Relief Zinc Oxide Diaper Rash Cream,6,2
42003,Tasty Treasures with Turkey & Cheese in Gravy Cat Food,41,8
19810,Roast Beef Sandwich,13,20
25714,Puppy Pads,40,8
38127,Lowfat Strawberries 'n Cream Kefir,120,16
12552,"Cocoa Powder, Natural, Sweetened",90,7
12436,Maximum Strength Instant Pain Relief Gel,20,11
46769,Gin Gins Spicy Apple Ginger Chews,50,19
39738,Natural Stain And Odor Eliminator,114,17
19827,The Milkiest Chocolate Ice Cream,37,1
2442,Jalapeño Pepper Slices,110,13
9318,California Peach Lowfat Yogurt,120,16
35959,Goldenseal Root,47,11
38390,Sliced Mild Cheddar Cheese,21,16
47428,Protein & Fiber Hot Oatmeal Farmer's Market Berry Crumble,130,14
44459,Everything But The...® Ice Cream,37,1
44125,Diced Green Peppers,123,4
8678,Gallon Zipper Storage Bags,85,17
17625,"Detoxificant, No. 7",6,2
45038,Pledge FloorCare Multi-Surface Concentrated Cleaner,114,17
42099,Eucalyptus Ease Bubble Bath,6,2
17556,Healthy Multigrain Bread,112,3
4071,Organic Lemongrass Ginger Ramen,66,6
16550,Variety Cookies,61,19
49439,Organic Grade A Large Eggs,86,16
4514,Reduced Fat Colby-Jack Cheese Sticks,21,16
16896,Potato Chips Sweet Potato,107,19
18400,Baby Bedtime Bath,102,18
1823,Soft Eating Strawberry Flavored Licorice,45,19
42049,Pane Turano Italian Bread,112,3
18922,California Peach Greek Yogurt,120,16
18394,Asian Chopped Salad with Dressing,123,4
8676,Simply Salt Rice Snacks,78,19
21500,Gluten Free Vegetable Dumplings,129,1
14766,Sparkling Grapefruit,77,7
27472,Sausage Breakfast Bowl,52,1
1739,Anaheim Peppers,83,4
41752,Cleanse Smart Advanced Total-Body Internal Cleanse 30-Day Program Vegetable Capsules,6,2
4856,Honey Banana Chips,50,19
34005,Black Seedless Grapes,24,4
30244,Fine Artisan Dark Chocolate Extra Dark 82% Cacao,45,19
2886,Strawberry Raspberry Blended Greek Yogurt,120,16
11271,Crème Moisture Moisturizing Body Wash,127,11
21780,Medium Roast Whole Bean Organic Coffee,26,7
11505,Butter Flavor Microwave Popcorn,23,19
46617,Toffee Coffee Bar,45,19
22240,Strawberry Licorice Twist,45,19
9062,"Special K Crustless Quiche Sausage, Quinoa, Peppers, Mozzarella & Asiago",100,21
27803,Apricot Energy Bar,3,19
5866,Bianco Organic Whole Peeled Tomatos,81,15
35128,Pastina Pasta,131,9
9862,Cold Pressed Fuji Apple Juice,31,7
38698,"Popcorn, Yellow",23,19
23130,Organic Sliced Bamboo Shoots,81,15
2060,Alphabet Cookies  Cinnamon Graham,61,19
26949,Tempt Unsweetened Original Hemp Milk,91,16
18254,All Natural Roasted Garlic Hummus,67,20
44456,Long Reach Matches,87,17
23126,Fine Ground Vital Mineral Blend,104,13
21724,Stir-fry Rice Noodles,66,6
33222,Lemonade with Mango,31,7
49247,Coconut Yoghurt,120,16
38247,Men Dry Protection Cool Rush Antiperspirant & Deodorant,80,11
7647,Turkey Meatballs,13,20
22922,Organic Canola Oil,19,13
43829,Unscented Thong Pantiliners,126,11
25150,Stuffed Queen Olives,110,13
25848,Nasal Cleansing Salt,11,11
20356,Thin Ultra Always Ultra Thin Slender Pads With Wings 36 count Feminine Care,126,11
35375,Raw Indonesian Creamy Cashews,117,19
27243,Premium Pure Cane Granulated Sugar,17,13
47392,100% Whole Wheat Premium Hot Dog Buns,43,3
23463,Facial Oil,109,11
4304,Chopped Curly Kale,116,1
6194,Organic Red Kidney Beans,68,10
15622,Chipotle In Adobo Sauce Peppers,30,6
18702,Fabanaise Chipotle Vegan Mayo Made With Aquafaba,72,13
18538,"Salsa, Black Bean",51,13
32303,Red Seedless Grapes,24,4
30188,Hampton Creek,72,13
33487,Orange Liquid Water Enhancer,90,7
21908,Chile Ancho,30,6
7531,Cookies & Cream Baked Graham Snacks,61,19
6986,"Diapers, Overnight, Free & Clear, Size 6 (35+ lbs)",56,18
40076,Smoked Mozzarella Cheese,13,20
4265,Chocolate Covered Gluten Free Wafer Bites,61,19
13085,Organic Hot Cocoa Mix,64,7
47759,Mandarin Oranges,24,4
43119,Dairy & Gluten Free Frozen Mexican Tamale Pie,38,1
46962,Organic Ground Cumin,104,13
34751,Instant Chocolate Pudding,105,13
32968,Invisible Solid Unscented Deodorant,80,11
14967,Favorites French Bread Supreme Pizza,79,1
36538,Grilled And Ready Oven Roasted Diced Chicken Breast,49,12
25404,"Kettle Cooked Potato Chips, Sea Salt",107,19
1508,Simply Delicious Gluten-Free Blissfully Berry Cereal,121,14
13927,No Sugar Added Sweet Relish,110,13
9533,Natural Butter Flavor Lite Maple Syrup,29,13
49204,Tablet Allergies,11,11
29199,Recycled Adult Ultra Soft Toothbrush,20,11
22640,Organic Half And Half,53,16
29086,Pea Protein Natural Unflavored,65,11
9684,LunchBlox Sandwich Kit,85,17
21298,Organic Cake Cones,37,1
16648,"Roasted Red Peppers with Garlic in Olive Oil, Mild",81,15
9723,Gluten Free Brown Rice Penne Pasta,131,9
14149,T-Bonz Porterhouse Flavor Steak-Shaped Dog Treats,40,8
31432,Wild Herring Fillets Seasoned with Cracked Pepper,95,15
4253,French Onion Dip Potato Crisps,107,19
168,Halves & Pieces Walnuts,17,13
3403,Half Caff K Cup,26,7
12995,Cacao Hemp Walnut Bar,3,19
46212,Fog Chaser Coffee Single Serve Coffee K-Cups,26,7
1220,Cherry Soft Drink,77,7
40324,Gluten Free Sriracha Fire Sticks Chicken Patty Fritters,34,1
17759,No Salt Added Vegetable Bouilion Cubes,69,15
28910,Dark Mocha Almond Granola,3,19
9539,Fingernail Clipper,132,11
11620,Scented Oil Air Freshner Virgin Islands,101,17
11948,Matcha Green Tea,94,7
36301,Gold-Bears Gummi Candy,45,19
32015,Mint Clean Energy Guyasa Tea,94,7
10445,Decaffeinated French Roast Coffee,23,19
2183,Meatless and Soy-Free Meatballs,42,1
5216,Pickled Jalapeno Nacho Slices,81,15
7777,Whole Wheat Shells & Extra Cheesy Cheddar Sauce Creamy Deluxe Mac & Cheese,4,9
22776,White 12 5/8 in x 10 in Platters,111,17
47168,Whole Grain Brown Rice Thin Cakes,78,19
22647,Highest Lignan Flax Oil 100% Organic,47,11
26726,Bio-Active Silver Hydrosol 10 ppm Dietary Supplement,47,11
6101,Farfalle No. 93,131,9
13859,"Lash Stiletto Ultimate Length Mascara, Very Black 951",132,11
1165,Lightweight Moisturizin Argan & Rosewater Face Lotion,109,11
29696,Odor Block Scent Free Tall Kitchend Drawstring Bags,60,17
7325,Dark Blackout Organic Chocolate,45,19
19322,Original Flax Milk Dairy Free Protein+,91,16
22324,Pink Vodka Sauce,9,9
12430,Pain Eze Muscular Tension Tablets,118,11
45731,"Diced Tomatoes with Oregano, Garlic & Basil",81,15
19139,Honey BBQ Popcorn,23,19
32425,Major Dickason's Blend Dark Roast Coffee,26,7
43298,Belgian White Beer,27,5
13792,Hot 'n Spicy Snack Mix,125,19
26240,Maki Rolls,66,6
2523,Maximum Absorbency Long Length Incontinence Pads,126,11
12618,Organic Bananas Bananas Bananas Super Smooth Puree Stage 1,92,18
49494,Domingo Rojo Beans,59,15
29988,Chocolate Granola Bars,3,19
6940,Monterey Jack Style Cheese,21,16
4230,"Leave-In Conditioner, Argan Oil Plus +, Moisture Rich",22,11
19794,Toasted Coconut Chips Caramel Sea Salt,50,19
41952,"Cheese Pizza Sticks, Cheese",100,21
2575,"Delights Chicken Sausage, Egg Whites, & Cheese English Muffin",52,1
1233,Baking Bar Ghirardelli 60% Cacao,17,13
9694,Hickory Ham & Cheddar in a Croissant Crust,38,1
27615,Ancho Chicken Rub,104,13
39687,Sage & Onion Stuffing Mix,125,19
9059,Kettle Cooked Malt Vinegar & Sea Salt Potato Chips,107,19
34872,Cellulose Sponge Cloth Multi-Purpose,114,17
1389,Cranberry Grape 100% Juice Blend,98,7
32905,Clementine,24,4
15615,Non Dairy Ranch Organic Dressing Gluten Free,89,13
11542,Coffee House Blend Deep Roast Coffee K,26,7
11662,Organic Green Kale,83,4
25841,Even Advanced Sea Mineral Cleansing Gel,109,11
43036,Original Diet Lemonade,98,7
880,Organic Smooth Move Chamomile Laxative Tea Bags,94,7
12230,Nausea Relief Wristband,118,11
44275,Mini Blueberry Muffins,93,3
13105,Men's Rogaine Hair Regrowth Treatment Foam 3-Month Supply,22,11
13535,Organic Medium Salsa,51,13
40501,"Salsa, Verde, Roasted",67,20
44322,Light & Fit Greek Crunch Key Lime Pie,120,16
45315,"Yogurt, Nonfat Russian",120,16
38727,"Merlot, Columbia Valley, 2007",28,5
9236,White Cheddar Macaroni & Cheese,4,9
11835,Moondance Kombucha,70,11
47829,"Horseradish, Cream, Hot",72,13
35803,Homestyle Tart Cherry Lemonade Drink,98,7
38943,Mac & Cheese Cups,4,9
24368,Hot Wasabi Peas,66,6
48730,Hot & Spicy Chicken Flavor With Vegetables Ramen Noodles Bowl,4,9
10736,Chocolate Green SuperFood Infusion,47,11
22791,Organics 100% Juice Fruit Punch,98,7
3105,Cinnabon Classic Cinnamon Roll Coffee Creamer,53,16
36758,Triple Berry Blend,116,1
47436,Tarragon Leaves,104,13
19720,Greek 100 Calories Whips! Salted Caramel Fat Free Yogurt Mousse,120,16
43928,Creamy Swiss Original Wedges Cheese,21,16
24051,Cheese Pizza Bites,79,1
21402,Mango Syrup,29,13
14541,Organic Cleansing Make Up Removal Wipes For Sensitive Skin,25,11
37490,Wholesome Organic Powdered Sugar,17,13
43623,Shaved Blend Parmesian Cheese,21,16
46961,Colombia Luminosa Light Roast Coffee,26,7
10637,Spaghetti With Meat Sauce,38,1
26333,Original Pesto,9,9
1040,Clean Linen Wax Melts Refill,101,17
39948,Advanced Redness Eye Relief,44,11
42674,In-Shower Nourishing Body Lotion,127,11
6080,Organic High Protein Blueberry Harvest Granola,57,14
44588,Pearl Red Onions,83,4
3716,Ratanhia Toothpaste,20,11
26165,Electrolyte Enhanced Water,115,7
26369,Organic Roma Tomato,83,4
7145,"Toothbrush Sanitizer, Snap-On, Fresh Mint Aroma",20,11
30855,Chocolate Hazelnut Butter Blend,88,13
23640,Fleur de Sel,17,13
12619,Allergy Tablets,11,11
45310,Organic Peachy Green Tea,94,7
28155,Premium Lager Beer,27,5
4145,Organic Chicken Breast In Water,95,15
26575,Cooked Classic Italian Sausage,106,12
27881,"Olives, Organic, Kalamata, Pitted",110,13
7309,Frosted Mini Donuts,48,14
20927,Alcohol Free NuStevia Liquid,17,13
18984,Favorites Low-Fat Fudge Brownie Mix,105,13
15248,India Pale Ale Racer 5,27,5
25960,Corn Souffle,13,20
26707,Regular Length Thin Shape Maximum Absorbency Pads,126,11
19247,Moisturizing Cream For Dry Sensitive Skin,127,11
3777,Yellow Onion Bag,100,21
35440,FreshCare Flushable Cleansing Cloths Refill,54,17
40262,Allergy And Congestion Relief Tablets,11,11
22257,4x Concentrated Laundry Detergent Beach Sage,75,17
7674,Organic Pardina Lentils,63,9
48642,2-Ply Right Size 100% Recycled Paper Towels,54,17
10093,Chunky Roasted Garlic Pasta Sauce,9,9
16843,Allergy Relief From Mold And Fungus,11,11
2562,Quick & Easy Steel Cut Irish Oatmeal,130,14
8172,Mr. Cheese O's Snacks,107,19
32043,Organic Low Fat Vanila Milk,84,16
22068,VelVita Soft Baked Peanut Butter Biscuit,48,14
16357,Smoked Ham Off The Bone,122,12
27335,Earl Grey Black Tea,94,7
27249,100% Unbleached Recycled Bath Tissue,54,17
20486,Chamomile Replenishing Conditioner,22,11
27211,Mahi Mahi Fillet,39,12
40869,Happy Hoppers Gummy Candy,100,21
42515,Nilla Wafers Reduced Fat,61,19
11752,Super Moist Vanilla Cake Mix,105,13
19698,"Egg Rolls, Pork",129,1
12884,Sweeper X-Large Floor Mop Starter Kit,114,17
4725,"Organic 3rd Foods Apples, Prunes & Oranges with Yogurt Baby Food Organic Purees Fruit with Yogurt",92,18
25392,"Plus Downy Clean Breeze Scent Liquid Laundry Detergent, 46 oz, 24 loads Laundry",75,17
20024,Soft Regular Indicator Toothbrush,20,11
44862,Peeled Paradise Found Mixed Fruit,50,19
17965,Sirloin Burger with Country Vegetables Soup,69,15
10640,Java Monster Mean Bean Energy Drink,64,7
6897,Dolmas with Raisins & Pine Nuts,110,13
39260,Sour Cream and Onion Flavored Potato Chips,100,21
466,Old Fashioned Vegetable Beef Soup,69,15
6355,Whole Wheat Pizza Dough,13,20
32455,Whole Grain Cheddar Baked Snack Crackers,78,19
29863,Junior Water Berry Flavored,98,7
23207,Clear Face Break Out Free Liquid Lotion Sunscreen Spf 30,73,11
31294,Oxylent Multivitamin Supplement Drink 5-in-1 Formula Sparkling Mandarin Flavor packet,47,11
15394,Organic Dried Mini Cranberries,100,21
9999,"Cheese, Spreadable, Crescenza-Stracchino",2,16
40086,Morning Burst Hydrating Facial Cleanser,73,11
29570,Black Rubber Band Elastics,22,11
44597,Mini Beef Franks In Puff Pastry,129,1
565,Light and Fluffy  Blueberry Pancake Mix,130,14
3038,Premium Malt Beverage,27,5
36707,Fat Free Beef Broth,69,15
39337,Organic Refried Vegetarian Black Beans,59,15
43980,Gluten-Free Original Falafel Chips,107,19
7097,No Salt Added Chicken Broth,69,15
25551,Big Sur Breakfast Burrito,52,1
25167,All-Natural Harvest Grape Fruit Strip,50,19
15215,Butter Babies Potatoes,83,4
4818,Classic Vanilla Coffee Creamer,6,2
39704,One Chocolate Coconut Cashew Meal Bar,45,19
28602,Organic Just Strawberries And Banana,50,19
45986,Baby Clams,95,15
10135,Organic Spicy Falafel Chips,107,19
48629,Tough Actin' Antifungal Cream,118,11
35371,Chocolate Reduced Fat Milk,84,16
11266,Dried Mangos,117,19
39767,Rotisserie Seasoned Chicken Breast,96,20
6737,Chocolate Creme Cake,8,3
12557,Organic Chewy Dark Chocolate Almond Granola Bars,3,19
39632,Oil-Free Acne Wash Cream Cleanser,73,11
13621,Simply Pinto Bean & Flax Bean Chips,107,19
48790,Oral Electrolyte Solution Mixed Fruit,92,18
31051,Coconut Lime Cream Shave,55,11
18251,Starfruit (Carambola),100,21
7457,Tolnaftate Deodorant Powder Spray Antifungal,133,11
41861,Sour Cream & Onion Bunnies Baked Snack Crackers,78,19
22385,K-Kritters Chocolate Animal Cookies,61,19
26497,Romaine Lettuce,83,4
1445,Light Pomegranate/Blueberry,120,16
21236,Nourish Strengthener,127,11
18037,Organic Sprouted Wheat Sesame Bagels,93,3
9648,Tomato and Basil Bombolina Pasta Sauce,9,9
6414,Clean Care Big Roll Toilet Paper,54,17
37108,Dust & Allergen Furniture Spray,114,17
9142,Whole Grain Cornbread and Muffin Mix,105,13
7780,Guava Mamma Vitality Beverage,31,7
48684,Lemon Herb Asparagus Seasoning Sauce,5,13
23780,VIA Instant Latte Vanilla Latte Instant Coffee,26,7
34293,Blue Sugar Sprinkles,97,13
43774,"Kale Krunch, Organic, Tarragon Dijon",107,19
35761,Ultra Thin Slices Sharp Cheddar Cheese,21,16
37027,Brazillian Keratin Therapy Conditioner,22,11
4970,"Little Bites Seasonal Favorites, Pumpkin Muffins",61,19
16167,Whole Milk New Orleans Coffee Yogurt,120,16
21880,Individually Wrapped Mini Cakes Crumb Cake,61,19
4860,Sesame Bagel,117,19
28801,Organic Mixed Berry Snack Bar,3,19
15797,Fruit Burst Mixed Berry Squeezers,98,7
49302,Bulgarian Yogurt,120,16
1004,Vitamin E Moisture Rich Shampoo for Dry or Damaged Hair,22,11
47632,Honest Diapers,56,18
19633,Raspberry Ginger Tea,94,7
10578,Honey Tangerine Juice,98,7
16387,Cold-Pressed Organic Grapefruit,98,7
20939,Honey Mustard Yogurt Dressing,89,13
15205,Sardines With Lemon Packed In Olive Oil,95,15
15672,Brownie Bites,61,19
42917,Churro Tortilla Chips,107,19
12969,Fresh Blueberry Vanilla Goat Cheese,21,16
26946,Blue Fusion Fruit & Veggie Smoothie,113,1
37023,Mango Sauce,66,6
38034,Gluten Free Cherry Breakfast Bars,48,14
13868,"Sparkle Moisturizing Body Wash, Diamond Powder & White Calla Blossom Scent",127,11
3291,Gluten Free Chocolate Chip Quinoa Cookies,61,19
28803,Cruncha ma me  Freeze-Dried Edamame Veggie Snack Jalapeno,50,19
28986,Mild Italian Chicken Sausage,106,12
38822,Premium Capers,110,13
6808,Organic Spinach & Cheese Tortellini,12,9
18185,Kona Blend Whole Bean Coffee,26,7
30673,Harissa Hot Sauce,51,13
39627,Falafel Mix,105,13
32434,Triple Moisture Body Wash,127,11
45296,Tostitos  Scoops,107,19
35669,Paper Towels Pick-A-Size,54,17
1499,Black Olive Spread,88,13
17142,Tandoori Inspired Spiced Chicken,38,1
45641,Organic Whole Greek Olive Mix,110,13
28376,Baking Cups Foil,97,13
2433,Meyer Lemons,24,4
34797,Apple Strawberry Juice,31,7
31035,Ricotta & Parmigiano Tortellini,12,9
19814,Green Tea With Ginseng And Honey,94,7
4065,"Bean, Cheese, Rice, Salsa Wrap",30,6
21187,Classic Macaroni & Beef in Tomato Sauce,38,1
13912,VitaSea Juice,31,7
44443,Sun-Dried Tomatoes In Extra Virgin Olive Oil,81,15
7443,Classic Recipe Milk Chocolate Bar,45,19
11045,Venus Olay Shave Gel,55,11
22113,Organi Cheddar Cheese Mild sliced,21,16
44026,Safari Cocoa Crunch Cereal,121,14
45594,Goats Milk Feta,21,16
43960,PlugIns Scented Oil Pure Vanilla Joy Refills,101,17
645,"Prenatal One, Tablets",47,11
22698,Americone Dream Ice Cream Cup,37,1
47268,Lotzza Motzza Sausage Pizza,79,1
14999,Grade A Large Brown Eggs,86,16
333,Basil Daly Bar Soap,25,11
40838,Beef Stroganoff Sauce Mix,5,13
6060,Turkey Salami Slices,96,20
20865,Concentrated Bleach Clean Linen,75,17
9614,Organic Acai Superfood Juice,31,7
22723,"Mellow Mood Relaxation, Honey & Green Tea, Decaffeinated",94,7
10747,Petite Breakfast Fresh Brie,2,16
17708,Organic Corn Tortillas,128,3
15297,Strawberry Oikos Greek Yogurt,120,16
33080,Fresh Organic Carrots,100,21
49656,Masada Kosher Pocket Bread,128,3
6348,Mini Original Babybel Cheese,21,16
35845,Yukon Gold Potato,123,4
20771,Chlorine Free Ultra-Thin Super Pads,126,11
38427,Soft Rolls,43,3
6893,Apple Pear & Peach Squeezable Fruit,92,18
12452,Gluten Free Orzo Pasta,131,9
7338,Island Mango Premium Fruit Snacks,50,19
8813,"Sensitive Skin Stain Remover & Color Booster, 24 Loads",75,17
30171,Sonoma Veggie Burger,42,1
49061,Artisan Goat Milk Ricotta Cheese,21,16
14934,Pineapple Teriyaki Marinade,66,6
45905,Heavy Duty Jumbo Litter Box Liners,41,8
9686,Sea Salt And Vinegar Kale Chips,107,19
18503,Light Cream,53,16
5188,Fruit Juicy Red Punch,98,7
49493,75% Dark Chocolate Bar,45,19
30080,Seed Celery,104,13
29677,Green Tea Oval Soap,25,11
22154,Hemp Oil  Organic Cold Pressed,47,11
33672,Shredded Monterey Jack Cheese,21,16
32358,Protein & Greens Natural Flavor Drink Mix,65,11
41931,Touch Garlic Press,10,17
417,Classics Baby Binks Easter Chocolate Bunny,100,21
34799,"Counter Attack, Tablets",47,11
25581,Blueberry Lowfat Yogurt,120,16
20180,Purrfect Delights Tuna–Topia Dinner Flaked in Sauce Cat Food,41,8
17726,Holiday Nog,31,7
46415,Bocconcini,21,16
19999,Calming Baby Bee Nourishing Lotion,102,18
23714,Organic Elevate Juice Blend,98,7
22275,Sriracha Hot Chili Sauce,66,6
42007,American Yellow Cheese,2,16
44005,Hawkridge Anti-Perspirant & Deodorant,80,11
46158,Disinfecting Wipes Lemon Scent,114,17
30745,Organic Bulgarian Yogurt,120,16
41809,Crunchy Sunflower Seed Bites Salt & Pepper,78,19
26576,Yellow Corn Tortilla Chips,107,19
7129,Thyme Automatic Dishwashing Detergent Pods Thyme & Fig 24 loads,74,17
7307,Sweet & Sour Chicken With Vegetables,38,1
4866,Chocolate Covered Biscuit Sticks,61,19
27706,White Rice,4,9
24026,"Veggie & Fruit Snacks, Carrot, Mango & Orange",92,18
42955,Habenaro Salsa XXX Hot,51,13
13161,Gourmet Popping Corn Movie Theater Butter Single Serve 100% Whole Grain Microwave Popcorn,23,19
9294,Reduced Fat Chocolate Sandwich Cookies,61,19
32725,Thick & Hearty Steak Sauce,5,13
48493,Butter 2.0 Featuring Virgin Coconut Oil,91,16
33193,Super Plus Security Tampons,126,11
7025,Special K Nourish Chewy Nut Bars Chocolate Coconut Cashew,100,21
43374,Organic Spicy Kale Krunch Super Food,50,19
14450,Select-A-Size Paper Towels,54,17
40532,Southwest Flavor Tortilla Strips,89,13
44103,Honey Whole Wheat Bread,112,3
1119,Street Tacos,42,1
31904,Ultra Moisture with Shea Butter Beauty Bar,127,11
26924,French Vanilla Light Roast K-Cup Packs Arabica Coffee,26,7
18708,Organic Turmeric Ginger & Beet Superfoods Bar,3,19
42096,Boiler Onion,83,4
28494,Organic Premium Whole Flaxseed,117,19
46435,Natural Colby Jack Cheese Slices,21,16
25127,Swisspers Triple Size Cotton Balls,6,2
20718,Golden California Fig,123,4
31231,Vitamin Water Zero Rise Orange,64,7
39272,Organic English Breakfast Black Tea,94,7
31665,Iris Hydrating Day Cream for Dry To Very Dry Skin,109,11
13151,Kitchen And Bath Wipes,114,17
30998,Organic Pure Pistachio Gelato,37,1
485,Country Stew Choice Cuts In Gravy Dog Food,40,8
45991,Lemon Drops,45,19
13255,Family Size Cookie Pack,61,19
35782,Mango Flavor Probiotic Juice Drink,31,7
48854,LashBlast Volume Waterproof Mascara - Very Black 825,132,11
23936,Wintermint Sugar-Free Gum,46,19
41671,Original Patties (100965) 12 Oz Breakfast,106,12
10370,Original Pretzel Dogs 12 Count,129,1
11100,Potato Chips Unsalted,107,19
32040,Hawaiian Hand & Body Lotion Natural,25,11
37612,Organic Cleanse Herbal Tea Bags,94,7
34134,Spinach Peas & Pear Stage 2 Baby Food,92,18
6267,Good Mood Tonic,47,11
42695,Methylcobalamin 5000 Logenges,47,11
12968,Chocolate Cashew Milk,84,16
29574,Tempt Unsweetened Vanilla Hemp Milk,91,16
14460,Florida Avocado,24,4
25097,Large Grade A Super Eggs,86,16
45248,Selects Hardwood Smoked Uncured Turkey Sausage,106,12
48953,Lettuce Medley,123,4
24479,Chunky in 100% Juice Mixed Fruit,99,15
47277,Toasted Carob Powder,17,13
23025,Organic Stage 4 Green Bean Pear & Pea Baby Food,92,18
14787,Double Mocha Cappuccino,26,7
23569,Organic Whole Grain Red Beans & Rice Rice & Seasoning Mix,4,9
30308,Plain 2% Icelandic Yogurt,120,16
48024,Dark Rich & Sexy Porter,27,5
25493,Cookies 'n Cream with Oreo Cookie Pieces Lowfat Yogurt,120,16
21898,Mountain Stream Fabric Softener Sheets,75,17
20178,Organic Quinoa Dark Chocolate Bar,45,19
20713,Calcium Magnesium with Vitamin D Complex,47,11
34974,Baby Mum-Mum Banana  Rice Rusks,92,18
5467,Spinach & Cheese Enchilada Verde Meal,38,1
23838,Original Creamy SoyNut Butter,88,13
44679,"Cyclease, Cramp, Quick Dissolving Tablets",126,11
37288,Organic Black Plum,83,4
4036,Arnica Montana 30X Homeopathic Pellets,47,11
23886,Crunchy Treasures Aged White Cheddar Puffs,107,19
49593,Classic Movie Theater Popcorn,23,19
19528,Chocolate Almond Butter Creme Filled Dark Chocolate 72% Cocoa,45,19
7295,Pop-Tarts Frosted Brown Sugar Cinnamon Toaster Pastries,48,14
31538,Throat Shield Rapid Relief Herbal Tea,94,7
30835,Long Term Relationship Conditioner For Long Hair 23.7 Fl Oz  Female Hair Care,22,11
13505,Grass Fed Ghee,76,6
37018,Young Chicken,35,12
37669,Triple Nut Temptation Dark Chocolate Caracas Bar,45,19
18225,Chocolate Hazelnut Creme De Pirouline,61,19
6114,Fat Free Refried Pinto Beans,59,15
23659,"Popcorn, California Olive Oil",23,19
10272,Fabric Refresher,101,17
45161,Pistachio Pistachio Ice Cream,37,1
13168,Magazine,87,17
39488,Enriched Bran Flakes Cereal,121,14
15826,Sugar Free Raspberry Vinaigrette Dressing,89,13
40779,Greek Yogurt Peach & Chia,120,16
29171,Cool Mint 4 in 1 Moisture Shave,55,11
2985,Organic Turmeric Tonic Juice,98,7
18340,Organic Macaroni & Cheese,4,9
37803,Oyster Mushrooms,83,4
38087,Gluten Free Ice Cream Cones,103,19
44441,Mixed Melon Spears,100,21
44106,Sugar,100,21
19218,Lemon Real Brewed Tea,94,7
18607,Gummy Bear Essentials Multivitamin & Multimineral Packets,47,11
26546,Darks Midnight Breeze Scent Liquid Laundry Detergent,75,17
32813,Mint Glass & Surface Natural Cleaner,114,17
37084,Tostadas Caseras Amarillas,128,3
38731,Decaffeinated Green Tea,94,7
15412,Chicken Flavor Ramen Noodles,4,9
47973,Passionflower Lemongrass Probiotic Tea Tonic,31,7
25573,Organic Ginger Syrup,29,13
24734,Light Creamy Roasted Chicken with Herb Dumplings,69,15
37659,Clean & Fresh 125 Loads Laundry Detergent,75,17
21670,Raspberry Truffle Nutrition Bar,3,19
45062,Whole Tomatillos,81,15
5684,Gluten Free Multi Seed Rice Thin Crackers,78,19
31115,Cheese Honey,29,13
31815,Spicy Guacamole Mix,51,13
12794,Cocktail Tomatoes,123,4
30863,Light & Fit Banana Cream Nonfat Greek Yogurt,120,16
14701,Vitamin E Intensive Therapy Body Lotion Fragrance-Free,25,11
5266,Fish Sauce,5,13
2190,Spicy Red Lentil Sauce,76,6
37550,Chia Bars Banana Nut,3,19
18664,Ultra Thin Sliced Swiss Cheese,21,16
44653,Little Bites Banana Muffins Pouches,61,19
43636,Organic Dog Cookies Peanut Butter,40,8
7965,"Fish, Chicken & Liver Dinner Cat Food",41,8
48683,Deep Clean Body and Face Wash,127,11
21617,Naturals Dry Scalp Shampoo,22,11
41892,Creamy Supreme Lemon Frosting,97,13
1656,Gentle Cleansing Milk,73,11
40468,Fast Acting Ultra Guard Rid Flea & Tick Shampoo for Dogs with Oatmeal,40,8
31357,Meaty Ground Dinner With Chunky Chicken Wet Dog Food,40,8
17180,Argan Face Oil,109,11
23995,Ground Cayenne Red Pepper,104,13
3495,Creamy Caramel Filled Hard Candies,45,19
