order_id,product_id,add_to_cart_order,reordered
3412240,32537,10,0
1838887,39804,13,1
815605,37084,8,0
431939,27344,4,1
1091112,16759,7,1
2646069,30764,1,0
2451237,35163,15,0
471051,21903,4,1
571276,24852,1,1
3371798,7295,18,1
2212722,6187,6,1
3186735,19156,4,1
3384730,33236,3,1
250981,43961,20,1
1467388,18963,3,1
2519971,26856,9,0
1250388,38964,5,0
3399036,24024,12,1
2400486,38739,4,1
1242636,30450,2,1
3405750,21903,1,1
3082379,44585,16,1
3324017,44268,6,1
3167658,16797,4,0
2455523,36241,5,1
2312956,11712,10,1
2759338,41720,2,1
1074389,31727,11,0
2779013,9808,15,1
2977190,32939,2,0
1119447,47766,11,1
794660,8021,16,1
1022490,26723,5,1
1552172,34126,10,1
692400,26985,17,1
3214693,27845,8,1
1748737,45633,1,1
347836,16589,3,0
261529,13176,4,0
2686069,48559,4,1
1944065,365,16,1
2304776,47792,11,1
3231449,47144,4,0
2018666,5134,7,1
598781,22935,4,1
248990,45084,18,0
2109964,35871,9,1
517078,39993,20,0
1353852,47888,4,0
208856,31778,4,1
1632521,23714,9,1
1842439,38383,5,1
3294125,2314,9,0
3298429,7781,2,0
2052197,4605,18,1
2330965,13629,9,1
16585,47209,10,1
1756269,32989,23,0
1002521,24506,4,0
1985880,48364,16,1
2007591,31433,5,1
2432813,14613,7,0
1001616,28289,7,0
2554029,7751,34,0
1539765,3696,7,0
3287803,32062,3,0
2237019,39657,3,0
618924,9689,30,1
186946,6532,5,0
1134728,24954,1,1
2280063,31338,7,1
1825730,20168,9,1
146158,45167,11,1
1467930,47626,4,0
3372356,9436,11,1
2883684,9,14,0
2000569,16953,4,1
700685,10650,9,0
2761759,43086,15,0
2057864,49683,8,1
2556738,24852,7,1
376505,16521,8,1
1166191,16874,7,1
556106,3389,2,0
790156,28157,7,0
2146688,49198,1,1
1088437,15290,2,1
158933,26604,1,1
541291,45167,10,1
526973,7559,16,0
2097159,37351,9,0
3276865,24561,11,1
1982296,44961,11,1
1560006,20564,28,0
2737353,27966,10,1
728406,24852,4,1
821828,3957,2,1
2083315,22726,7,1
1163196,24964,2,1
197626,24361,18,1
951213,43772,8,0
2148816,46667,2,1
1727186,23329,5,1
2899435,15091,2,0
2731202,33682,12,1
1550140,32747,1,0
1949920,45094,5,0
3220749,49644,23,0
1695972,6631,6,1
730036,28849,8,0
289957,44306,3,0
985462,11782,2,0
3287578,4294,13,1
1727702,26503,22,0
1428906,8587,4,0
418025,42174,11,1
2737119,16797,2,1
2208389,24852,1,1
3230707,24852,4,1
113256,15872,25,0
1094218,21903,9,1
3345690,33000,4,0
519064,38964,2,0
3244694,21903,3,1
3209485,15200,2,1
1513233,48299,21,0
2659767,30962,7,1
1498576,39612,15,1
3134686,34217,15,1
1486090,31343,12,1
2095416,30450,9,1
332944,39408,1,0
688601,15750,12,0
168381,28204,16,1
1606017,36969,9,1
2533545,17224,17,0
357327,22220,5,0
3176280,38379,4,0
1890649,16797,4,1
622445,14235,9,1
975062,31040,1,1
2959399,48205,5,0
1254956,33754,13,1
238553,33351,13,0
1033751,4605,9,1
486901,34969,1,1
3101017,21927,1,1
3048684,5994,8,1
1150605,46802,3,1
3094206,37691,2,0
2836415,48687,13,0
1443493,27845,3,1
1058603,22825,9,1
3278208,29615,13,1
1871351,43076,15,0
1343401,32976,3,1
1275971,24964,1,1
3183829,24670,4,1
503623,40332,28,1
1309657,4138,5,1
302787,21137,6,0
292964,17429,8,0
1628370,24185,3,1
2785345,19660,2,1
1786190,24035,4,1
2529371,21903,2,1
728982,41556,5,1
614979,35887,4,0
56408,7704,4,0
1849901,16953,17,1
2061856,8277,13,0
3131213,30066,18,0
944483,15096,2,1
873787,37167,4,0
3215451,2408,11,0
1072748,19057,3,1
3021006,22788,11,1
982661,41844,1,1
212053,26914,1,0
476182,6966,9,1
897402,47156,11,0
582763,14129,21,1
150791,47734,4,1
1679909,14858,7,0
527016,38400,5,0
2285194,13176,1,0
904222,40406,1,1
1595741,38476,5,0
2489724,47402,2,1
1837650,44166,2,0
3292005,24009,20,0
2530685,39108,6,1
2172639,33731,8,1
1746729,38383,16,1
765707,3858,12,1
818069,44359,21,0
1690641,9458,15,0
2205605,5240,9,1
1681719,5876,3,1
473722,47626,8,0
421463,32919,7,0
2403980,10017,1,0
3290178,4799,16,0
2298302,48278,38,0
503426,10749,6,0
1974722,7781,14,1
3258453,24973,1,1
1107845,45066,19,1
615715,9534,14,1
2134543,2063,21,1
2415629,21137,8,1
2275746,37141,15,0
1500553,43961,18,1
454102,24231,1,0
3355130,14159,5,1
2216898,33764,2,1
838415,44142,20,0
2978634,15078,9,0
57677,31242,11,0
2718250,24099,2,1
934849,32734,18,0
2209170,10032,20,1
1268488,3339,18,0
2223838,2962,6,1
370622,18234,4,0
986847,38164,1,1
1879330,20119,5,0
3217074,1935,20,0
294238,21955,29,1
105640,7485,14,1
2167342,29285,22,1
199827,46979,5,1
1073487,13176,7,1
2446663,17949,4,1
1841554,22974,5,0
2624805,13629,8,1
3404552,20536,12,0
2203471,8654,28,0
1965554,41658,5,1
2290130,46003,9,1
454476,32096,9,0
2482237,45007,14,0
3227186,15650,3,1
1389650,47017,24,1
936880,18418,2,1
191782,21137,5,0
2587804,49683,4,0
3123826,44632,13,1
969262,45646,8,0
604863,35050,3,1
2886637,8329,4,1
2671203,42736,2,0
3309366,15852,8,1
3184141,22620,2,1
3236014,6615,1,1
1746733,26165,6,1
2078987,35951,3,1
2360671,49306,2,1
467852,15902,1,1
3316047,11777,2,1
2064849,7952,3,1
2730318,48129,1,1
1972218,29328,2,0
2073350,23785,1,1
2740981,31573,9,1
1532719,14651,14,0
652553,31759,3,1
170556,38400,6,1
726756,1374,9,1
2066864,13829,19,1
1358755,28892,22,0
1149587,10673,1,1
349931,41129,5,1
2929542,27966,4,1
1607071,13225,2,1
1126366,5748,6,1
29642,25082,37,0
1568461,45957,6,0
1319954,25825,9,0
2422455,27730,15,0
147462,4957,9,1
1561510,43735,5,1
2367132,41909,6,0
1546362,36011,8,1
1284000,2326,12,1
1196242,40078,19,0
669810,45757,7,0
1698384,18434,8,1
691804,18359,4,0
611954,459,1,1
2280598,311,4,1
715,24852,6,1
207761,15042,12,0
1376160,19519,20,0
12503,11759,2,1
2059760,27966,1,1
163203,42585,19,0
1334912,194,12,1
1993131,19248,21,1
2739830,27278,5,1
3343188,7644,15,0
2940780,26723,5,0
330791,3260,25,1
3030068,30440,11,1
782499,48523,1,0
67062,10749,17,1
602399,42828,5,1
3023700,196,1,1
944386,4957,17,0
1617029,27801,4,0
912365,22362,30,1
2119585,47050,3,1
2735044,39812,10,0
1836666,20876,9,1
2879618,7521,2,1
1063029,32151,20,0
3405767,45007,6,1
523358,43768,4,1
1917697,10749,28,0
1814967,20312,2,1
3387032,8518,26,1
1825767,41787,3,1
204133,19478,6,0
3216037,44704,3,1
1976570,26312,13,1
3351904,21137,1,1
1505855,11005,1,1
220850,24852,4,1
2842643,17794,3,0
290099,47059,8,1
1921798,3765,1,1
2135729,16840,3,0
726105,4205,3,1
20964,11006,21,1
2285868,46584,3,1
871477,30756,3,0
1338870,28842,3,0
2671815,28767,2,1
1947834,48679,1,0
1149263,39624,2,0
1824190,11520,5,0
3022133,19019,4,1
3170385,3550,8,0
938904,11499,4,0
1718937,28842,5,0
3296969,31981,11,1
3420760,33398,2,0
234961,13646,11,1
3139014,19894,1,1
491782,17400,2,0
1376926,19478,14,0
2073619,7521,4,0
1843344,31404,10,1
1673017,28204,5,0
872315,28985,8,0
3028941,24385,1,1
3133262,37687,6,1
1092778,4920,11,1
2384255,10831,9,1
1831736,23566,5,1
1842220,37613,4,1
619830,24852,2,0
2082698,43977,1,1
1595676,19057,7,1
815705,27433,8,1
2058293,8277,5,0
561113,30450,15,1
2322153,31717,11,1
2413801,37646,11,1
1707835,39475,5,1
1679686,43662,11,1
2578680,7734,3,1
1545710,27845,2,1
517651,46785,17,0
276941,40604,9,0
376280,25301,2,1
1395005,46575,20,0
1074684,9387,20,0
169664,45007,1,1
3029320,32837,28,0
2826379,42450,6,1
1152209,20995,7,0
1976298,47209,7,1
1385242,38452,9,0
1587474,45002,19,0
3158784,39545,1,0
928924,39275,4,0
1842714,29017,13,0
1416504,1025,13,0
2575061,16830,10,1
1576176,13720,15,0
2900518,926,8,0
3407838,21709,2,1
1558461,20119,5,1
190185,21137,3,1
2612562,21137,5,1
254655,25566,17,0
1546745,17429,1,1
1659475,22935,3,1
2929141,34854,11,0
533909,39844,3,0
1657154,26604,1,0
2618990,33731,6,0
1748423,21616,4,1
434625,46069,2,1
1122743,40706,3,0
146349,14199,18,1
45497,45578,12,1
2467337,9597,6,0
1663447,17871,1,0
258126,9534,12,1
2194737,40002,10,1
1975949,22220,11,0
3138104,7781,5,1
2003039,28842,2,0
2657155,46979,5,1
1246345,29315,23,0
2473353,20119,3,1
2580029,15776,6,1
2737525,47098,16,1
2557950,36883,26,0
3159659,6069,8,1
1740257,5322,1,0
1446955,11224,7,1
130525,45504,5,1
2315892,39621,3,0
1423252,37886,3,1
1174283,45013,30,1
1863747,5025,5,0
1032731,23719,3,1
842274,14197,15,0
1194661,43504,33,0
1605171,42736,10,1
1319183,5450,4,1
1659382,24852,1,1
2137816,13176,16,0
880168,7489,3,0
2239182,14724,3,0
1046116,21903,9,1
973679,26317,2,0
1826991,16616,17,0
108011,37773,22,0
686396,33198,10,1
3065989,25305,2,1
2577214,42701,14,1
3296443,42652,24,0
1680165,41751,9,0
1679612,42500,5,0
632777,19894,6,0
2687608,4506,20,0
675159,47029,8,1
3250141,44698,8,0
632811,42500,3,1
2886231,44990,5,0
1746806,47492,10,0
2797469,24964,11,0
1790916,35518,4,0
513599,29941,1,1
2478908,27156,2,1
2135403,18027,5,0
2800138,27344,7,1
1882329,41950,36,0
2238433,35939,1,0
1635918,30696,9,1
453515,14874,1,1
3381035,19171,30,0
2952123,48165,22,0
778088,39928,14,1
1685031,10246,10,1
2713328,13517,3,0
3395292,21903,1,0
2095915,41135,4,1
2367159,9421,2,0
1211741,36127,13,0
1430205,21903,3,1
3292131,37053,10,0
477080,34335,4,1
307785,38890,6,0
654800,28199,5,1
366784,41276,2,1
1447840,15392,9,0
2294070,196,1,1
3171680,34126,12,1
3137978,23348,7,1
78639,14233,9,0
1437484,5791,6,1
1730498,24852,3,1
2565721,22767,9,1
1656510,38689,1,1
2993159,5373,4,1
1523791,14858,2,1
2765581,26348,6,1
3278594,36646,4,0
2861645,32338,16,0
218441,3957,2,1
2946484,16997,22,1
1973111,11182,16,0
2404611,13176,6,1
564449,15088,1,1
2490201,6985,9,0
2728002,34969,14,1
2999845,34137,14,1
1914421,11782,2,0
1290709,30406,4,0
2554365,24253,6,1
2115955,47209,1,1
982941,35535,19,0
268499,49079,7,0
2535668,2966,3,0
3011141,27663,4,0
1564769,46121,6,1
3344401,36956,8,1
1600759,12320,20,0
943317,35221,2,1
1742256,45007,7,1
2936128,36011,5,0
1125221,40208,18,0
2382536,3957,4,1
1259861,16033,21,0
694553,20015,3,0
998515,12036,13,0
1503606,46061,2,1
2663233,39928,17,1
3308879,27355,18,1
58048,44925,4,1
1233333,48679,2,1
2814508,4066,6,0
599608,9786,8,0
68817,10498,11,0
378666,38797,15,0
2383376,6962,3,0
37099,12121,8,0
107796,13802,3,0
456727,24583,18,0
1435916,42936,16,1
2385859,19508,28,0
2031163,44156,18,0
3156092,41259,1,0
865750,2731,4,0
2426833,38164,15,1
756758,46979,1,0
1664033,5438,22,1
2228903,27945,12,0
668072,17703,6,0
1753270,43663,1,0
2755859,31040,7,0
1827833,21616,19,0
2998141,21869,4,0
2082445,19450,27,0
1021552,39409,4,0
2661338,18531,2,1
1273991,15925,3,1
2803071,41951,16,0
1738373,16400,18,0
1398003,5327,2,1
1750120,27881,3,0
2442368,24852,4,1
154391,26914,3,1
2262384,12620,4,0
1222642,9437,1,0
31934,6291,1,0
2417412,29434,4,0
682923,25157,6,0
1053273,35672,10,0
1015981,22935,7,1
2552588,27086,3,1
1468874,12206,1,0
3331160,46069,13,0
2465093,20957,4,1
1469440,21330,3,1
293898,41588,13,1
2422490,13176,17,0
863826,40604,5,1
954083,4640,12,1
1620716,26881,2,0
3015011,23625,12,0
3003282,21137,12,1
1833132,33351,4,1
852901,43086,7,1
1240968,21137,2,1
960777,42139,4,1
610353,49401,10,0
1223416,34220,9,0
413512,37646,5,1
150286,33000,5,1
2526031,3573,17,1
316904,13098,27,0
351461,16797,3,0
651714,35628,12,1
210117,5450,8,0
1148087,7952,9,0
1247711,25890,21,0
456425,48720,11,1
1260990,16185,11,0
1002183,38293,5,1
1457171,8710,6,1
723537,13858,14,0
1593100,23423,3,0
1806583,8955,3,0
1806119,46674,3,1
3404017,28993,11,0
805254,26209,12,1
1899882,48023,5,1
897390,15123,9,0
2087352,19660,3,1
2475347,49235,5,1
2792588,3464,4,1
2180856,46667,13,0
173610,6069,23,0
3062909,8859,2,0
1410574,13783,3,1
1299368,29898,7,1
642301,13203,3,0
173128,8021,3,1
637628,9534,10,1
592571,31748,6,1
2402287,18894,3,1
3143592,22070,3,1
2520771,21137,2,1
3137607,38933,2,1
2371435,21938,4,0
2420631,9901,5,0
9245,44359,17,1
1076385,38159,5,1
1551880,19252,4,0
2234171,14870,7,0
3079824,17807,8,1
1767322,34126,2,1
2289796,42701,8,0
2875135,43122,9,1
293081,45051,1,1
362542,30607,5,1
823564,20899,4,1
2967387,48679,2,1
681393,28906,5,1
1038681,48230,8,1
1269472,43677,2,1
3226781,41665,30,1
1082052,17044,12,1
1229903,27313,12,0
1273945,22220,2,1
394346,9390,8,1
1230847,27845,1,1
2823064,4663,4,1
3032831,9076,14,0
2784764,18918,7,1
1816364,16185,1,1
1247944,47766,12,1
2004142,29307,47,0
2797879,45154,1,1
370713,26769,8,0
2214386,20114,9,1
1390495,432,1,1
783504,6740,16,1
428649,329,7,1
2683188,5141,1,0
942045,26751,4,1
2591235,20754,24,1
1852665,17622,23,0
2832381,5456,2,0
2200947,5876,12,1
1077890,29627,6,0
291512,16882,18,1
1118240,27963,1,1
1056399,45767,22,0
1285228,36011,7,1
2340360,46107,23,0
1146713,21871,21,1
1481755,39121,2,1
2196158,5876,12,0
1783031,33467,25,1
178258,2899,3,0
3380934,4210,4,0
2475701,7781,5,1
2205728,3391,2,0
2910186,41787,24,1
160419,25257,6,1
1293419,47766,10,1
908531,42445,6,1
2248137,12732,11,1
708750,10896,2,1
590810,23178,19,0
3412434,21137,6,1
767132,46906,1,0
1177994,47766,4,0
1442622,24838,5,0
827302,42342,12,0
1078427,44142,10,0
2634004,24954,5,1
1904690,2295,8,0
3296378,16759,22,1
1315803,47734,5,0
854553,43920,8,1
288979,49374,3,0
